CODIGO_DA_IES,NOME_DA_IES,CATEGORIA_DA_IES,MUNICIPIO,UF,SITUACAO_IES
21636,FACULDADE TERRA BRASILIS,Privada,Alto Boa Vista,MT,Ativa
13764,FACULDADE DE TECNOLOGIA DE AMPÉRE,Privada,Ampére,PR,Extinta
1420,FACULDADES DE DRACENA,Privada,Dracena,SP,Ativa
22462,FACULDADE UNIRB - CIDADE DE FORTALEZA,Privada,Fortaleza,CE,Ativa
4732,Faculdade de Tecnologia e Inovação Senac DF,Privada,Brasília,DF,Ativa
2082,FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA,Privada,João Pessoa,PB,Ativa
5520,FACULDADE CATHEDRAL,Privada,Boa Vista,RR,Ativa
1521,FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM,Privada,Belém,PA,Ativa
446,UNIVERSIDADE DE CRUZ ALTA,Privada,Cruz Alta,RS,Ativa
14208,Faculdade Presidente Antônio Carlos de Lagoa dos Patos,Privada,Lagoa dos Patos,MG,Extinta
3979,FACULDADE DE BAURU,Privada,Bauru,SP,Extinta
11807,Istituto Europeo di Design,Privada,São Paulo,SP,Ativa
25712,FACULDADE CESPU EUROPA BRASIL,Privada,Jaboatão dos Guararapes,PE,Ativa
25441,Faculdade Paulista de Bem Estar e Saúde,Privada,São Paulo,SP,Ativa
2332,Faculdade Ibero Americana de São Paulo,Privada,Piraju,SP,Ativa
3187,INSTITUTO SUPERIOR DE EDUCAÇÃO CORAÇÃO DE JESUS,Privada,Três Pontas,MG,Extinta
4983,FACULDADE IBRA DE TECNOLOGIA,Privada,São José dos Campos,SP,Ativa
18072,Faculdade de Direito TECH de São Paulo,Privada,São Paulo,SP,Ativa
1797,FACULDADES LONDRINA,Privada,Londrina,PR,Ativa
793,Centro Universitário Estácio de São Paulo,Privada,São Paulo,SP,Ativa
14098,Faculdade Presidente Antônio Carlos de Almenara,Privada,Almenara,MG,Extinta
848,FACULDADE PARAIBANA DE PROCESSAMENTO DE DADOS,Privada,João Pessoa,PB,Extinta
1510,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,Privada,São José,SC,Ativa
22084,Faculdade FACUMINAS de Pós-Graduação EAD,Privada,São Paulo,SP,Ativa
19780,Faculdade Pitágoras Unopar de Guanambi,Privada,Guanambi,BA,Ativa
22939,Faculdade de Tecnologia de Araraquara,Pública,Araraquara,SP,Ativa
24055,FACULDADE FASIPE DE PRIMAVERA,Privada,Primavera do Leste,MT,Ativa
18628,Faculdade Pitágoras de Luis Eduardo Magalhães,Privada,Luís Eduardo Magalhães,BA,Ativa
19632,FACULDADE DAMA,Privada,Canoinhas,SC,Ativa
2687,FACULDADE DOM ALBERTO,Privada,Santa Cruz do Sul,RS,Ativa
17224,Faculdade Cesmac do Sertão,Privada,Palmeira dos Índios,AL,Ativa
14097,FACULDADE REFIDIM,Privada,Joinville,SC,Ativa
4396,CENTRO UNIVERSITÁRIO DE MINEIROS,Pública,Mineiros,GO,Ativa
4251,FACULDADE ANHANGUERA DE TECNOLOGIA DE BELO HORIZONTE,Privada,Belo Horizonte,MG,Ativa
4998,FACULDADE DE TECNOLOGIA INESUL DO PARANÁ,Privada,Curitiba,PR,Extinta
22578,FACULDADE CENSUPEG,Privada,Joinville,SC,Ativa
481,Universidade Universus Veritas Guarulhos,Privada,Guarulhos,SP,Ativa
18065,CISNE - FACULDADE DE QUIXADÁ,Privada,Quixadá,CE,Ativa
74,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO,Pública,São José do Rio Pardo,SP,Ativa
2056,FACULDADE DA ALTA PAULISTA,Privada,Tupã,SP,Ativa
308,CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS,Privada,Barbacena,MG,Ativa
5442,Faculdade Presidente Antônio Carlos de Nova Lima,Privada,Abadia dos Dourados,MG,Extinta
13828,FACULDADE ISEIB DE BELO HORIZONTE,Privada,Belo Horizonte,MG,Ativa
1607,FACULDADE LUTERANA SÃO MARCOS,Privada,Alvorada,RS,Ativa
918,CENTRO UNIVERSITÁRIO UNIVEL,Privada,Cascavel,PR,Ativa
21556,FACULDADE DE GOIANA,Privada,Goiana,PE,Ativa
11951,FACULDADE DO SERTÃO BAIANO,Privada,Monte Santo,BA,Ativa
455,FACULDADE DE FORMAÇÃO DE PROFESSORES E ESPECIALISTAS DE EDUCAÇÃO,Privada,Camaquã,RS,Extinta
14218,Faculdade Presidente Antônio Carlos de Luminárias,Privada,Luminárias,MG,Extinta
14172,Faculdade Presidente Antônio Carlos de Poté,Privada,Poté,MG,Extinta
1107,Centro Universitário Estácio do Ceará,Privada,Fortaleza,CE,Ativa
3587,FACULDADE DIOCESANA SÃO JOSÉ,Privada,Rio Branco,AC,Ativa
1014,INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC,Privada,Joinville,SC,Ativa
14095,FACULDADE DE TECNOLOGIA FUTURO,Privada,Curitiba,PR,Ativa
24965,Faculdade de Tecnologia e Ciências de Campina Grande,Privada,Campina Grande,PB,Ativa
3204,FACULDADE UNIBRAS DO MATO GROSSO,Privada,São José dos Quatro Marcos,MT,Ativa
18631,FACULDADE DO VALE DO RIO ARINOS,Privada,Juara,MT,Ativa
15873,Faculdade Itaquá,Privada,Itaquaquecetuba,SP,Ativa
1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",Pública,Goiânia,GO,Ativa
24676,Faculdade de Medicina de Ji-Paraná,Privada,Ji-Paraná,RO,Ativa
3007,FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE CAMPINAS,Privada,Campinas,SP,Extinta
3955,FACULDADES INTEGRADAS DE CATAGUASES,Privada,Cataguases,MG,Ativa
2351,FACULDADE ESPÍRITO SANTENSE DE CIÊNCIAS JURÍDICAS,Privada,Cariacica,ES,Ativa
19216,FACULDADE GOYAZES DO DISTRITO FEDERAL,Privada,Brasília,DF,Extinta
4097,Centro Universitário Uniftec Bento Gonçalves,Privada,Bento Gonçalves,RS,Ativa
4199,Faculdade JK Brasília - Recanto das Emas II,Privada,Brasília,DF,Extinta
24847,Faculdade de Tecnologia e Ciências de Teresina,Privada,Teresina,PI,Ativa
1674,INSTITUTO SALESIANO DE FILOSOFIA,Privada,Recife,PE,Extinta
423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,Privada,Erechim,RS,Ativa
2755,Centro Universitário Uniasselvi de Brusque,Privada,Brusque,SC,Ativa
910,FACULDADE SANTA LÚCIA,Privada,Moji Mirim,SP,Ativa
1058,Centro Universitário Estácio da Bahia,Privada,Salvador,BA,Ativa
990,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CONGONHAS,Privada,Congonhas,MG,Extinta
1082,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",Pública,Natal,RN,Ativa
450,Centro Universitário São Lucas Ji-Paraná,Privada,Ji-Paraná,RO,Ativa
21898,FACULDADE MAURÍCIO DE NASSAU DE BLUMENAU,Privada,Blumenau,SC,Extinta
3411,FACULDADE DE JANDIRA,Privada,Jandira,SP,Extinta
22184,Faculdade de Ciências Jurídicas de Rio Verde,Privada,Rio Verde,GO,Extinta
3332,FACULDADE DE TECNOLOGIA SENAC RIO,Privada,Rio de Janeiro,RJ,Ativa
18979,Faculdade Multivix Vila Velha,Privada,Vila Velha,ES,Ativa
14261,Faculdade Presidente Antônio Carlos de Conselheiro Pena,Privada,Conselheiro Pena,MG,Extinta
22326,Faculdade Brasília,Privada,Brasília,DF,Ativa
17763,Faculdade SENAI da Paraíba,Privada,João Pessoa,PB,Ativa
22116,Faculdade de Miguel Pereira,Privada,Miguel Pereira,RJ,Ativa
17674,Faculdade de Educação de São Mateus,Privada,São Mateus do Maranhão,MA,Ativa
24160,Instituto de Ensino Superior Agostiniano CASA GAIA,Privada,Contagem,MG,Ativa
3682,INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA,Pública,Itaperuna,RJ,Ativa
22264,Faculdade do Vale do Jaguaribe Mossoró,Privada,Mossoró,RN,Ativa
11289,ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO,Privada,São Paulo,SP,Ativa
3160,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",Pública,Maceió,AL,Ativa
4766,Centro Universitário UNA de Contagem,Privada,Contagem,MG,Ativa
1728,FACULDADE INTERAMERICANA DE PORTO VELHO,Privada,Porto Velho,RO,Ativa
17352,Faculdade de Educação Memorial Adelaide Franco,Privada,Pedreiras,MA,Ativa
24446,Faculdade de Medicina de Açailândia,Privada,Açailândia,MA,Ativa
448,CENTRO UNIVERSITÁRIO RITTER DOS REIS,Privada,Porto Alegre,RS,Ativa
11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,Privada,Recife,PE,Ativa
4007,"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",Privada,Pirassununga,SP,Ativa
1928,Faculdade CNEC Capitão Lemos Cunha,Privada,Rio de Janeiro,RJ,Ativa
4023,FACULDADE DE TECNOLOGIA DE MAUÁ,Pública,Mauá,SP,Ativa
4814,FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD,Privada,Taubaté,SP,Ativa
4630,FACULDADE DE TECNOLOGIA TECMED,Privada,São José do Rio Preto,SP,Extinta
22606,Faculdade Damásio,Privada,São Paulo,SP,Ativa
22095,FACULDADE CESUMAR DE CAMPO GRANDE,Privada,Campo Grande,MS,Ativa
1917,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,Privada,Cacoal,RO,Ativa
572,UNIVERSIDADE FEDERAL FLUMINENSE,Pública,Niterói,RJ,Ativa
21266,FACULDADE ESTÁCIO DE PASSOS,Privada,Passos,MG,Extinta
4773,FACULDADE IBS,Privada,Belo Horizonte,MG,Ativa
24253,Faculdade Invictus,Privada,São José do Rio Preto,SP,Ativa
4495,FACULDADE ANHANGUERA JARAGUÁ DO SUL,Privada,Jaraguá do Sul,SC,Ativa
17608,Faculdade de Educação Paulistana,Privada,São Paulo,SP,Ativa
22121,Faculdade de Ciências Médicas de Três Rios,Privada,Três Rios,RJ,Ativa
5242,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,Pública,Arapiraca,AL,Ativa
343,CENTRO UNIVERSITÁRIO NEWTON PAIVA,Privada,Belo Horizonte,MG,Ativa
17670,Faculdade de Quixeramobim,Privada,Quixeramobim,CE,Ativa
24046,Faculdade da Associação Médica Paulista,Privada,São Paulo,SP,Ativa
83,UNIVERSIDADE DO VALE DO ITAJAÍ,Privada,Itajaí,SC,Ativa
1374,FACULDADE DE GUARANTÃ DO NORTE,Privada,Guarantã do Norte,MT,Ativa
23866,FACULDADE RESULTADOS,Privada,Campo Grande,MS,Ativa
1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,Privada,Jaboatão dos Guararapes,PE,Ativa
1934,FACULDADE SINOP,Privada,Sinop,MT,Ativa
21680,FACULDADE CEAFI,Privada,Goiânia,GO,Ativa
12946,FACULDADE DE MATO GROSSO,Privada,Cuiabá,MT,Ativa
1294,Centro Universitário das Américas,Privada,São Paulo,SP,Ativa
15839,FACULDADE PITÁGORAS UNOPAR DE JOÃO PESSOA,Privada,João Pessoa,PB,Ativa
21670,Faculdade Promove de São Paulo,Privada,São Paulo,SP,Ativa
2814,FACULDADE SÃO SEBASTIÃO,Privada,São Sebastião,SP,Ativa
3837,FACULDADE EVOLUÇÃO,Privada,São Paulo,SP,Ativa
13663,FACULDADE ISEIB DE BETIM,Privada,Betim,MG,Ativa
774,FACULDADE ALVORADA DE INFORMÁTICA E PROCESSAMENTO DE DADOS,Privada,Brasília,DF,Extinta
3838,FACULDADE ESTÁCIO DE JOÃO PESSOA - ESTÁCIO DE JOÃO PESSOA,Privada,João Pessoa,PB,Ativa
4371,FACULDADE PADRE ANCHIETA DE CAJAMAR,Privada,Cajamar,SP,Extinta
32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,Pública,Maceió,AL,Ativa
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,Pública,Cuiabá,MT,Ativa
4849,Centro Universitário Tocantinense Presidente Antônio Carlos,Privada,Araguaína,TO,Ativa
17460,FACULDADE Profissional,Privada,Curitiba,PR,Ativa
1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,Privada,Itapetininga,SP,Ativa
19371,Faculdade Adelina Moura - FAADEMA,Privada,Buriticupu,MA,Ativa
18696,FACULDADE DYNAMUS DE CAMPINAS,Privada,Campinas,SP,Ativa
23162,Centro de Ensino Superior de Contagem,Privada,Contagem,MG,Extinta
2413,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,Privada,Floriano,PI,Ativa
25552,FACULDADE FASIPE PANTANAL,Privada,Cuiabá,MT,Ativa
1639,FACULDADE HÉLIO ROCHA,Privada,Salvador,BA,Ativa
1980,FACULDADE SINERGIA,Privada,Navegantes,SC,Ativa
705,CENTRO UNIVERSITÁRIO SÃO JOSÉ,Privada,Rio de Janeiro,RJ,Ativa
22420,FACULDADE UNIRB - MACEIO,Privada,Maceió,AL,Ativa
22246,"Faculdade do Amazonas de Ensino, Pesquisa e Inovação",Privada,Manaus,AM,Ativa
19909,Faculdade ICTQ/PGE,Privada,Anápolis,GO,Ativa
1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",Pública,Campos dos Goytacazes,RJ,Ativa
1708,CENTRO UNIVERSITARIO DO RECIFE,Privada,Recife,PE,Ativa
24381,FACULDADE GEORGINA,Privada,Camocim,CE,Ativa
1927,Ugv Centro Universitário,Privada,União da Vitória,PR,Ativa
14169,Faculdade Presidente Antônio Carlos de Itambacuri,Privada,Itambacuri,MG,Extinta
849,FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA,Privada,Belo Horizonte,MG,Ativa
23002,Faculdade de Tecnologia e Ciências - FTC N. Sra. do Socorro,Privada,Nossa Senhora do Socorro,SE,Ativa
3227,FACULDADE DE SISTEMA DE INFORMAÇÃO,Privada,Araguaína,TO,Extinta
589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,Pública,Mossoró,RN,Ativa
2034,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ARAGUAÍNA,Privada,Araguaína,TO,Extinta
18506,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,Pública,Barreiras,BA,Ativa
17632,Faculdade CESUMAR de Londrina,Privada,Londrina,PR,Ativa
4020,FACULDADE DE TECNOLOGIA DE BOTUCATU,Pública,Botucatu,SP,Ativa
2355,FACULDADE ANHANGUERA DE MATÃO,Privada,Matão,SP,Ativa
18462,FACULDADE PROMOVE DE CURVELO,Privada,Curvelo,MG,Ativa
5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",Pública,Blumenau,SC,Ativa
3495,FACULDADE PINHALZINHO,Privada,Pinhalzinho,SC,Ativa
12620,FACULDADE SETE LAGOAS,Privada,Sete Lagoas,MG,Ativa
1658,CENTRO UNIVERSITÁRIO DA GRANDE FORTALEZA,Privada,Fortaleza,CE,Ativa
1032,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,Privada,Americana,SP,Ativa
5023,FACULDADE SANTO AUGUSTO,Privada,Santo Augusto,RS,Extinta
14313,NOVA FACULDADE,Privada,Contagem,MG,Ativa
19475,Faculdade Docktor,Privada,Muriaé,MG,Ativa
1713,FACULDADE DE TECNOLOGIA DE SÃO VICENTE,Privada,São Vicente,SP,Ativa
753,FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL,Pública,Salgueiro,PE,Ativa
370,FACULDADE PAULISTA DE ARTES,Privada,São Paulo,SP,Ativa
24209,Faculdade Soberana de Jacobina,Privada,Jacobina,BA,Ativa
82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada,Joaçaba,SC,Ativa
22249,FACULDADE DE DIREITO ATAME,Privada,Goiânia,GO,Ativa
1229,INSTITUTO DE ENSINO SUPERIOR DO NORDESTE,Privada,Maceió,AL,Extinta
4777,FACULDADE KENNEDY DE BELO HORIZONTE,Privada,Belo Horizonte,MG,Ativa
1827,FACULDADE LUTERANA DE TEOLOGIA,Privada,São Bento do Sul,SC,Ativa
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,Privada,João Pessoa,PB,Ativa
17744,Faculdade Estácio de Manaus,Privada,Manaus,AM,Extinta
2091,INSTITUTO SUPERIOR DE EDUCAÇÃO PRÓ-SABER,Privada,Rio de Janeiro,RJ,Ativa
4185,FACULDADE PERUIBE,Privada,Peruíbe,SP,Ativa
3615,FACULDADE PERNAMBUCANA DE SAÚDE,Privada,Recife,PE,Ativa
1452,FACULDADE ANHANGUERA DO MARANHÃO,Privada,São Luís,MA,Ativa
18623,FACULDADE DE ESTUDOS SUPERIORES DO MARANHÃO,Privada,São Luís,MA,Ativa
21112,Faculdade XP Educação - IGTI,Privada,Belo Horizonte,MG,Ativa
2076,CENTRO UNIVERSITÁRIO UNIRB,Privada,Salvador,BA,Ativa
5124,FACULDADE FACMIL,Privada,São José do Rio Preto,SP,Ativa
14148,Faculdade Presidente Antônio Carlos de Mariana,Privada,Mariana,MG,Ativa
21288,FACULDADE ESTÁCIO DE SÃO JOSÉ DOS PINHAIS,Privada,São José dos Pinhais,PR,Extinta
1092,FACULDADES INTEGRADAS DE BAURU,Privada,Bauru,SP,Ativa
1241,FACULDADE ESPÍRITO SANTENSE DE ENSINO TECNOLÓGICO,Privada,Cariacica,ES,Extinta
2911,FACULDADE PAN AMAZÔNICA,Privada,Belém,PA,Ativa
19788,FACULDADE ANHANGUERA DE PARAUAPEBAS,Privada,Parauapebas,PA,Ativa
4784,FACULDADE CDL,Privada,Fortaleza,CE,Ativa
15059,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,Pública,Santarém,PA,Ativa
24526,Faculdade Endex,Privada,Pouso Alegre,MG,Ativa
3896,Faculdade Paulista de Comunicação,Privada,São Paulo,SP,Ativa
17749,Faculdade América,Privada,Cachoeiro de Itapemirim,ES,Ativa
994,Faculdade de Duque de Caxias,Privada,Duque de Caxias,RJ,Ativa
4959,FACULDADE ANHANGUERA DE FEIRA DE SANTANA,Privada,Feira de Santana,BA,Ativa
15769,Faculdade de Tecnologia de Jales,Pública,Jales,SP,Ativa
4086,FACULDADE DE TECNOLOGIA JARDIM,Privada,Santo André,SP,Ativa
3840,CENTRO UNIVERSITÁRIO FACVEST,Privada,Lages,SC,Ativa
19252,FACULDADE DE TECNOLOGIA ALPHA CHANNEL,Privada,São Paulo,SP,Ativa
125,CENTRO UNIVERSITÁRIO DE ARARAS -,Privada,Araras,SP,Ativa
3,UNIVERSIDADE FEDERAL DE SERGIPE,Pública,São Cristóvão,SE,Ativa
20584,FACULDADE SANTANA,Privada,São Raimundo Nonato,PI,Ativa
23280,FACULDADE DE EDUCAÇÃO SUPERIOR IESLA,Privada,Belo Horizonte,MG,Ativa
474,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO,Privada,Resende,RJ,Ativa
22022,Instituto de Educação Morumbi,Privada,São Paulo,SP,Extinta
4597,FACULDADE FUTURA,Privada,Votuporanga,SP,Ativa
17613,ACADEMIA NACIONAL DE POLÍCIA - ANP,Pública,Brasília,DF,Ativa
19284,FACULDADE BRASILEIRA DO RECÔNCAVO,Privada,Cruz das Almas,BA,Ativa
593,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,Pública,Rio de Janeiro,RJ,Ativa
4442,ESCOLA SUPERIOR PAULISTA DE ADMINISTRAÇÃO - ESPA,Privada,Guarulhos,SP,Extinta
12410,INSTITUTO SUPERIOR DO MINISTERIO PUBLICO,Privada,Rio de Janeiro,RJ,Ativa
3336,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Pública,Porto Alegre,RS,Ativa
3516,FACULDADE DE CIÊNCIAS DA SAÚDE ARCHIMEDES THEODORO,Privada,Além Paraíba,MG,Ativa
2808,FACULDADES ITECNE DE CASCAVEL,Privada,Cascavel,PR,Ativa
18625,Faculdade Anhanguera De Vitória Da Conquista,Privada,Vitória da Conquista,BA,Ativa
3278,FACULDADE DE TECNOLOGIA MARTINUS,Privada,Curitiba,PR,Extinta
4791,FACULDADE DE TECNOLOGIA CENTEC - CARIRI,Privada,Juazeiro do Norte,CE,Ativa
3640,FACULDADE DE CIÊNCIAS ECONÔMICAS DE JEQUIÉ,Privada,Jequié,BA,Extinta
3612,FACULDADE ANHANGUERA DE VALINHOS,Privada,Valinhos,SP,Ativa
2246,FACULDADE METROPOLITANA DE CIENCIAS E TECNOLOGIA,Privada,Parnamirim,RN,Ativa
24463,Faculdade Vitória em Cristo,Privada,Rio de Janeiro,RJ,Ativa
1382,Faculdades EST,Privada,São Leopoldo,RS,Ativa
1756,FACULDADE ASSOCIADA BRASIL,Privada,São Paulo,SP,Ativa
4836,FACULDADE DE EDUCAÇÃO  ACRIANA EUCLIDES DA CUNHA,Privada,Rio Branco,AC,Ativa
87,CENTRO UNIVERSITÁRIO DE BRUSQUE,Privada,Brusque,SC,Ativa
20330,Faculdade Educacional Araucária,Privada,Fazenda Rio Grande,PR,Ativa
19207,Faculdade Supremo,Privada,Belo Horizonte,MG,Ativa
2556,FIAM-FAAM - CENTRO UNIVERSITÁRIO,Privada,São Paulo,SP,Ativa
1362,Centro Universitário Governador Ozanam Coelho,Privada,Ubá,MG,Ativa
21631,FACULDADE SUPREMO REDENTOR,Privada,Pinheiro,MA,Ativa
19325,Faculdade do Centro Oeste Paulista,Privada,Piratininga,SP,Ativa
15680,Fatec Cruzeiro - Prof. Waldomiro May,Pública,Cruzeiro,SP,Ativa
1400,Centro Universitário da Indústria,Privada,São José dos Pinhais,PR,Ativa
1682,Faculdade Católica Salesiana de Macaé,Privada,Macaé,RJ,Ativa
3371,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,Privada,Patos de Minas,MG,Ativa
18719,FACULDADE DE EDUCAÇÃO DE SANTA CATARINA,Privada,Florianópolis,SC,Ativa
4220,FACULDADE DE CIÊNCIAS GERENCIAIS DE BICAS,Privada,Bicas,MG,Extinta
353,FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ,Privada,Curitiba,PR,Ativa
1664,FACULDADE DA SAÚDE E ECOLOGIA HUMANA,Privada,Vespasiano,MG,Ativa
17688,FACULDADE FADAM,Privada,Fortaleza,CE,Ativa
5444,"FACULDADE DE EDUCAÇÃO, TECNOLOGIA E ADMINISTRAÇÃO DE CAARAPÓ",Privada,Caarapó,MS,Extinta
17138,Centro Universitário - Católica de Santa Catarina em Joinville,Privada,Joinville,SC,Ativa
17775,Faculdade de Ciências da Saúde de Serra Talhada,Pública,Serra Talhada,PE,Ativa
21436,Escola de Comando e Estado-Maior do Exército,Pública,Rio de Janeiro,RJ,Ativa
2904,FACULDADE JK - GUARÁ,Privada,Brasília,DF,Ativa
2067,Centro Universitário de Ciências e Empreendedorismo,Privada,Santo Antônio de Jesus,BA,Ativa
5388,Faculdade Santista - FASAN,Privada,Santos,SP,Extinta
3205,CENTRO UNIVERSITÁRIO DE VIÇOSA,Privada,Viçosa,MG,Ativa
1402,INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS,Privada,Valparaíso de Goiás,GO,Ativa
21488,Escola de Administração e Negócios,Privada,Brasília,DF,Ativa
22758,Faculdade Una de Itabira,Privada,Itabira,MG,Ativa
707,CENTRO UNIVERSITÁRIO CENTRAL PAULISTA,Privada,São Carlos,SP,Ativa
23410,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO,Pública,Imperatriz,MA,Ativa
3228,FACULDADE DE ADMINISTRAÇÃO,Privada,Araguaína,TO,Extinta
21891,FACULDADE DO SERTÃO DO ARARIPE,Privada,Trindade,PE,Ativa
1621,FACULDADE NETWORK,Privada,Nova Odessa,SP,Ativa
1591,FACULDADE ESTÁCIO MACAPÁ - ESTÁCIO MACAPÁ,Privada,Macapá,AP,Ativa
17928,Faculdade Aliança Educacional do Estado de São Paulo,Privada,Itapevi,SP,Ativa
1051,FACULDADE DA SEUNE,Privada,Maceió,AL,Ativa
4107,FACULDADE DE TECNOLOGIA SENAI PORTO ALEGRE,Privada,Porto Alegre,RS,Ativa
22643,Faculdade Metropolitana de Tefé,Privada,Tefé,AM,Ativa
3431,FACULDADE DO SERIDÓ,Privada,Currais Novos,RN,Ativa
19266,Faculdade Pitagoras de Sete Lagoas,Privada,Sete Lagoas,MG,Extinta
5020,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,Pública,Santo Antônio de Pádua,RJ,Ativa
1322,FACULDADE EDUVALE DE AVARÉ,Privada,Avaré,SP,Ativa
1581,FACULDADE DE SANTA LUZIA,Privada,Santa Luzia,MG,Ativa
25776,L2 LABOR,Privada,Santana do Ipanema,AL,Ativa
14869,Faculdade Faipe,Privada,Cuiabá,MT,Ativa
4101,FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMENTO GERENCIAL,Privada,Goiânia,GO,Ativa
18880,Sistema Educacional Corporativo da Petrobras,Privada,Rio de Janeiro,RJ,Ativa
3618,FACULDADE LUSÓFONA DE SÃO PAULO,Privada,Cotia,SP,Ativa
25352,Universidade Federal de Rondonópolis,Pública,Rondonópolis,MT,Ativa
3794,FACULDADE DE TECNOLOGIA DE MINAS GERAIS,Privada,Ipatinga,MG,Extinta
1076,FACULDADE CATÓLICA DA PARAÍBA,Privada,Cajazeiras,PB,Ativa
677,Faculdades Reunidas da ASCE,Privada,Rio de Janeiro,RJ,Ativa
12758,Faculdade Unesc-Unama,Privada,Porto Velho,RO,Ativa
19860,FACULDADE CONCEITO EDUCACIONAL,Privada,Arcoverde,PE,Ativa
15803,FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO,Pública,Tatuí,SP,Ativa
1153,UNIVERSIDADE CÂNDIDO MENDES,Privada,Rio de Janeiro,RJ,Ativa
22329,FACULDADE UNINTA FORTALEZA,Privada,Fortaleza,CE,Ativa
23252,Escola Superior UNA de Itumbiara,Privada,Itumbiara,GO,Ativa
26097,Faculdade Soberana de Cachoeiro do Itapemirim,Privada,Cachoeiro de Itapemirim,ES,Ativa
3663,FACULDADE FORTIUM DE BRASÍLIA,Privada,Brasília,DF,Extinta
22405,SVT FACULDADE DE ENSINO SUPERIOR,Privada,São Luís,MA,Ativa
396,Centro Universitário Ruy Barbosa Wyden,Privada,Salvador,BA,Ativa
5133,FACULDADE SENAC SÃO MIGUEL DO OESTE,Privada,São Miguel do Oeste,SC,Ativa
18703,Ensino Superior Albert Sabin JK,Privada,Brasília,DF,Ativa
21344,FACULDADE UNICPO,Privada,Votorantim,SP,Ativa
145,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS,Privada,Rio de Janeiro,RJ,Extinta
2853,FACULDADE PITÁGORAS DE TECNOLOGIA DE GUARAPARI,Privada,Guarapari,ES,Extinta
321,FACULDADE UNIDAS DE TATUI,Privada,Tatuí,SP,Extinta
21882,Faculdade Pitágoras de Altamira,Privada,Altamira,PA,Ativa
1765,FACULDADE DE JOSÉ BONIFÁCIO,Privada,José Bonifácio,SP,Extinta
